"nombre","nombre_oficial","pais_operador","operador","usos","finalidad","clase_orbita","periodo","masa","fecha","NORAD"
"Beidou DW 43","Beidou DW 43","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,1",800,18/11/2018,43707
"Beidou DW 44","Beidou DW 44","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,7",800,20/04/2019,44204
"Beidou DW 45","Beidou DW 45","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,06",800,17/05/2019,44231
"Beidou DW 46","Beidou DW 46","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,2",800,24/06/2019,44337
"Beidou DW 49 ","Beidou 3 IGSO-3","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,2",4.200,05/11/2019,44709
"Beidou DW 50","Beidou DW 50","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,4",800,23/11/2019,44793
"Beidou DW 51","Beidou DW 51","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,2",800,23/11/2019,44794
"Beidou DW 52","Beidou DW 52","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","770,6",800,16/12/2019,44864
"Beidou DW 53","Beidou DW 53","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","785,35",800,16/12/2019,44865
"Beidou DW 55","Beidou DW 55","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,1",800,23/06/2020,45807
"Beidou G3 (Compass G-3)","Beidou G3","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,08",2.200,09/03/2020,45344
"Beidou G4 (Compass G-4)","Beidou G4","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,1",6.000,31/10/2010,37210
"Beidou G5 (Compass G-11)","Beidou G5","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,15",2.300,24/02/2012,38091
"Beidou IGSO-1 (Compass G-5)","Beidou IGSO-1","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,82",4.200,31/07/2010,36828
"Beidou IGSO-2 (Compass G-7)","Beidou IGSO-2","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,12",4.200,17/12/2010,37256
"Beidou IGSO-3 (Compass G-8)","Beidou IGSO-3","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,93",4.200,09/04/2011,37384
"Beidou IGSO-4 (Compass G-9)","Beidou IGSO-4","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,1",4.200,26/07/2011,37763
"Beidou IGSO-5 (Compass G-10)","Beidou IGSO-5","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,08",4.200,01/12/2011,37948
"BeijingGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)","BeijinGalaxy-1","China","Beijing Landview Mapping Information Technology Co. Ltd (BLMIT)","Commercial","Earth Observation","LEO","98,6",166,27/10/2005,28890
"Belintersat-1","Belintersat-1","Belarus","Belintersat","Government","Communications","GEO","1436,06",5.223,15/01/2016,41238
"Bird 2 (Bispectral InfraRed Detector 2)","Bispectral InfraRed Detector 2 (Bird 2)","Germany","Institute of Space Sensor Technology and Planetary Exploration","Government/Civil","Earth Observation/Technology Development","LEO","94,8",92,22/10/2001,26959
"BIROS (Bispectral Infrared Optical System)","BIROS","Germany","German Aerospace Center (DLR)","Government","Earth Observation","LEO","94,7",130,22/06/2016,41604
"BisonSat (Nwist Qwiqway)","BisonSat","USA","Salish Kootenai College","Civil","Earth Observation/Technology Development","LEO","97,7",1,08/10/2015,40968
"BKA 2 (BelKA 2)","BKA 2","Belarus","National Academy of Sciences","Government","Earth Observation","LEO","94,7",400,22/07/2012,38708
"BlackSky Global 1","BlackSky Global 1","USA","BlackSky Global","Commercial","Earth Observation","LEO","94,7",56,29/11/2018,43730
"BlackSky Global 2","BlackSky Global 2","USA","BlackSky Global","Commercial","Earth Observation","LEO","96,3",55,03/12/2018,43812
"BlackSky Global 3","BlackSky Global 3","USA","BlackSky Global","Commercial","Earth Observation","LEO","93,7",56,29/06/2019,44367
"BlackSky Global 4","BlackSky Global 4","USA","BlackSky Global","Commercial","Earth Observation","LEO","95,5",56,19/08/2019,44499
"BlackSky Global 7","BlackSky Global 7","USA","BlackSky Global","Commercial","Earth Observation","LEO","95,5",56,07/08/2020,46088
"BlackSky Global 8","BlackSky Global 8","USA","BlackSky Global","Commercial","Earth Observation","LEO","95,5",56,07/08/2020,46089
"BlackSky Pathfinder 1","BlackSky Pathfinder 1","USA","BlackSky Global","Commercial","Earth Observation","LEO","98,3",44,26/09/2016,41787
"Blagovest-11L (Cosmos 2520)","Cosmos 2520","Russia","Ministry of Defense","Military/Commercial","Communications","GEO",1.436,3.000,16/08/2017,42907
"Blagovest-12L (Cosmos 2526)","Cosmos 2526","Russia","Ministry of Defense","Military/Commercial","Communications","GEO",1.436,3.000,18/04/2018,43432
"Blagovest-13L (Cosmos 2533)","Cosmos 2533","Russia","Ministry of Defense","Military/Commercial","Communications","GEO",1.436,3.000,20/12/2018,43867
"Blagovest-14L (Cosmos 2539)","Cosmos 2539","Russia","Ministry of Defense","Military/Commercial","Communications","GEO",1.436,3.000,05/08/2019,44457
"Bluewalker 1","Bluewalker 1","Lithuania","NanoAvionics","Commercial","Technology Development","LEO",94,10,01/04/2019,44105
"Bobcat-1","Bobcat-1","USA","Ohio University","Civil","Earth Science","LEO",93,5,05/11/2020,46922
"Brazilsat B-4 (Brasilsat B-4)","Brazilsat B-4","Brazil","Embratel Star One","Commercial","Communications","GEO","1436,09",2.495,17/08/2000,26469
"BRICSat-2 (Ballistically Reinforced Communication Satellite, Navy-Oscar-103)","BricSat-2","USA","US Naval Academy Satellite Laboratory","Civil","Technology Development","Elliptical","96,1",6,25/06/2019,44355
"BRIO ","BRIO","USA","SpaceQuest","Commercial","Technology Development","LEO","96,3",4,03/12/2018,43813
"BRISat","BRISat","Indonesia","Bank Rakyat Indonesia (BRI)","Commercial","Communications","GEO","1436,2",3.540,19/06/2016,41591
"BRITE-CA-1 (BRITE Toronto)","BRITE-CA-1","Canada","University of Toronto, Institute for Aerospace Studies","Civil","Space Science","LEO","98,27",10,19/06/2014,40020
"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)","BRITE-PL-1","Multinational","BRITE Consortium","Government","Space Science","LEO","99,6",10,21/11/2013,39431
"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)","BRITE-PL-2","Multinational","BRITE Consortium","Government","Space Science","LEO","97,1",10,19/08/2014,40119
"BRO-One","BRO-One","France","UnseenLabs","Commercial","Earth Observation","LEO","95,5",8,19/08/2019,44495
"BSAT-3A","BSAT-3A","Japan","Broadcasting Satellite System Corp.","Commercial","Communications","GEO","1436,1",1.980,14/08/2007,32019
"BSAT-3B","BSAT-3B","Japan","Broadcasting Satellite System Corp.","Commercial","Communications","GEO","1365,61",2.060,28/10/2010,37207
"BSAT-3C/JCSat 110-R","BSAT-3C/JCSat 110-R","Japan","Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation","Commercial","Communications","GEO","1436,04",2.910,06/08/2011,37776
"BSAT-4A","BSAT-4A","Japan","Broadcasting Satellite System Corp.","Commercial","Communications","GEO","1432,7",3.520,29/09/2017,42951
"BSAT-4B","BSAT-4B","Japan","Broadcasting Satellite System Corp.","Commercial","Communications","GEO","1436,1",3.520,15/08/2020,46112
"Buccaneer RMM","Buccaneer RMM","Australia","Defence Science and Technology Group/University of New South Wales","Military/Civil","Technology Development","LEO","97,4",4,18/11/2017,43014
"Bufeng-1A","Bufeng-1A","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO",96,,05/06/2019,44312
"Bufeng-1B","Bufeng-1B","China","China Academy of Space Technology (CAST)","Government","Earth Observation","LEO",96,,05/06/2019,44314
"Bugsat-1 (Tita)","Bugsat-1","Argentina","Satellogic S.A.","Commercial","Technology Development","LEO","96,55",25,19/06/2014,40014
"BulgariaSat-1","BulgariaSat-1","Bulgaria","Bulsatcom","Commercial","Communications","GEO",1436,3.669,23/06/2017,42801
"Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation)","Calipso","France/USA","Centre National d'Etudes Spatiales (CNES)/NASA","Government","Earth Science","LEO","98,8",587,28/04/2006,29108
"CanX-2 (Canadian Advanced Nanospace experiment)","CanX-2","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development","LEO","97,1",7,28/04/2008,32790
"CanX-4","CanX-4","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development","LEO","98,26",15,30/06/2014,40055
"CanX-5","CanX-5","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development","LEO","97,72",15,30/06/2014,40056
"CanX-7","CanX-7","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development","LEO","98,3",15,26/09/2016,41788
"Capella-1 (Denali)","Capella-1","USA","Capella Space","Commercial","Earth Observation","LEO","96,3",37,03/12/2018,43791
"Capella-2 (Sequoia)","Capella-2","USA","Capella Space","Commercial","Earth Observation","LEO","95,4",100,31/08/2020,46269
"CartoSat 1 (IRS P5)","CartoSat 1","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","97,1",1.560,05/05/2005,28649
"CartoSat 2 (IRS P7, CartoSat 2AT)","CartoSat 2","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","97,4",680,10/01/2007,29710
"CartoSat 2A","CartoSat 2A","India","Indian Space Research Organization (ISRO)","Military","Earth Observation","LEO","97,4",680,28/04/2008,32783
"CartoSat 2B","CartoSat 2B","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","97,4",694,12/07/2010,36795
"CartoSat 2C","CartoSat 2C","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","94,8",727,22/06/2016,41599
"CartoSat 2D","CartoSat 2D","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","94,8",714,15/02/2017,41948
"CartoSat 2E","CartoSat 2E","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","91,34",712,22/06/2017,42767
"CartoSat 2F","CartoSat 2F","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","94,6",712,11/01/2018,43111
"CartoSat 3","CartoSat 3","India","Indian Space Research Organization (ISRO)","Government","Earth Observation","LEO","94,8",1.625,27/11/2019,44804
"Cassiope (CAScade SmallSat and Ionospheric Polar Explorer)","Cassiope","Canada","Canadian Space Agency","Government","Earth Science","LEO","103,11",490,29/09/2013,39265
"CATSat-1","CATSat-1","USA","Johns Hopkins Applied Physics Laboratory","Government/Civil","Technology Development","LEO","92,7",4,31/01/2019,44033
"CATSat-2","CATSat-2","USA","Johns Hopkins Applied Physics Laboratory","Government/Civil","Technology Development","LEO","92,7",4,31/01/2019,44029
"CBAS-1 (USA 283, Continuous Broadcast Augmenting SATCOM-1)","USA 283","USA","US Air Force","Military","Communications","GEO","1436,1",,14/04/2018,43339
"CBERS 4 (China-Brazil Earth Resources Satellite 4)","CBERS 4","China/Brazil","China National Space Administration (China)/National Institute for Space Research (Brazil)","Government","Earth Observation","LEO","99,67",1.980,07/12/2014,40336
"CBERS 4A (China-Brazil Earth Resources Satellite 4A)","CBERS 4A","China/Brazil","China National Space Administration (CNSA)/National Institute for Space Research (Brazil)","Government","Earth Observation ","LEO","97,2",1.980,21/12/2019,44883
"CBNT-1 (Carbonite 1)","CBNT-1","United Kingdom","Surrey Satellite Technology Ltd.","Commercial","Technology Development","LEO","97,66",91,10/07/2015,40718
"CBNT-2 (Carbonite 2)","CBNT-2","United Kingdom","Earth-i/Surrey Satellite Technology Ltd.","Commercial","Technology Development","LEO","94,5",,11/01/2018,43115
"CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1)","CELTEE-1","USA","Air Force Research Laboratory","Military","Technology Development","LEO","96,29",3,11/11/2016,41850
"Centauri-1","Centauri-1","Australia","Fleet Space Technologies","Commercial","Communications","LEO",95,4,29/11/2018,43809
"Centauri-2","Centauri-2","Australia","Fleet Space Technologies","Commercial","Technology Development","LEO","96,3",4,03/12/2018,43722
"Centispace-1-S1","Centispace-1-S1","China","Beijing Future Navigation Technology Co. Ltd.","Commercial","Technology Development","LEO","98,8",100,29/09/2018,43636
"CeReS (Compact Radiation belt Explorer)","CeReS","USA","NASA Goddard Space Flight Center","Government","Space Science","LEO","94,6",4,16/12/2018,43853
"CE-SAT-1 (Canon Electric Satellite 1)","CE-SAT-1","Japan","Canon Electronics ","Commercial","Technology Development","LEO","94,76",3,22/06/2017,42769
"CE-SAT-2B (Canon Electric Satellite 2B)","CE-SAT-2B","Japan","Canon Electronics ","Commercial","Technology Demonstration","LEO","94,2",36,28/10/2020,46818
"CFESat (Cibola Flight Experiment Satellite)","CFESat","USA","Los Alamos National Laboratory","Government","Technology Development","LEO","95,5",159,09/03/2007,30777
"CFOSat (China-France Oceanography Satellite)","CFOSat","China/France","China National Space Administration (CNSA)/National Centre for Space Studies (CNES)","Government","Earth Observation","LEO",95,700,28/10/2018,43662
"Chandra X-Ray Observatory (CXO)","Chandra X-Ray Observatory (CXO)","USA","National Aeronautics and Space Administration (NASA) Goddard Space Flight Center","Government","Space Science","Elliptical","3808,92",4.742,23/07/1999,25867
"Changshagaoxin (TY 4-01) ","Changshagaoxin ","China","Spacety Aerospace Company","Commercial","Technology Development","LEO","94,9",8,29/10/2018,43669
"Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite)","Chao Fenbianlu","China","Shanghai Engineering Center for Microsatellites","Government","Earth Observation ","LEO","98,87",50,21/12/2016,41899
"Chefsat (Cost-effective High E-Frequency Satellite)","Chefsat","USA","Naval Research Laboratory","Military","Technology Development","LEO","92,9",,07/12/2017,43044
"Chefsat-2 (Cost-effective High E-Frequency Satellite)","Chefsat-2","USA","Naval Research Laboratory","Military","Technology Development","LEO","93,6",,13/02/2019,44044
"CHEOPS (CHaracterising ExOPlanet Satellite)","CHEOPS","ESA","European Space Agency (ESA)","Government","Space Science","LEO","98,8",273,18/12/2019,44874
"CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer)","CHOMPTT","USA","University of Florida","Government/Civil","Technology Development","LEO","94,6",4,16/12/2018,43855
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)","Chuangxin 1-1","China","Chinese Academy of Sciences","Government","Communications","LEO","99,6",100,21/10/2003,28058
"Chuangxin 1-2 (Innovation 1-2)","Chuangxin 1-2","China","Chinese Academy of Sciences","Government","Earth Observation","LEO","98,5",101,05/11/2008,33434
"Chuangxin 1-3 (Innovation 1-3)","Chuangxin 1-3","China","Chinese Academy of Sciences","Government","Earth Observation","LEO","100,7",100,20/11/2011,37930
"Chuangxin 1-4 (Innovation 1-4)","Chuangxin 1-4","China","Chinese Academy of Sciences","Government","Earth Observation","LEO","100,74",100,04/09/2014,40137
"Chuangxin-3","Chuangxin-3","China","Chinese Academy of Sciences","Government","Technology Development","LEO","96,43",200,19/07/2013,39209
"ChubuSat 1 (Kinshachi-1)","ChubuSat 1","Japan","Nagoya University and Daido University","Commercial/Civil","Technology Development","LEO","95,07",50,06/11/2014,40300
"ChubuSat 2 (Kinshachi-2)","ChubuSat 2","Japan","Nagoya University and Daido University","Commercial/Civil","Technology Development","LEO","96,05",50,17/02/2016,41338
"ChubuSat 3 (Kinshachi-3)","ChubuSat 3","Japan","Nagoya University and Daido University","Commercial/Civil","Technology Development","LEO",96,50,17/02/2016,41339
"Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10)","Cicero-10","USA","GeoOptics Inc.","Commercial","Earth Observation","LEO","94,8",10,10/11/2018,43690
"Cicero-2","Cicero-2","USA","GeoOptics Inc.","Commercial","Earth Observation","LEO","96,6",10,14/07/2017,42848
"Cicero-3","Cicero-3","USA","GeoOptics Inc.","Commercial","Earth Observation","LEO","96,6",10,14/07/2017,42849
"Cicero-6 (Community Initiative for Cellular Earth Remote Observation-6)","Cicero-6","USA","GeoOptics Inc.","Commercial","Earth Observation","LEO","94,7",10,23/06/2017,42793
"Cicero-7 (Community Initiative for Cellular Earth Remote Observation-7)","Cicero-7","USA","GeoOptics Inc.","Commercial","Earth Observation","LEO","94,5",10,11/01/2018,43143
